"Category","Severity","Issue Name","Affected Targets","Status","Impact","Ease of Implementation","Urgency","Issue Priority","Due Date","Owner","Notes"
"Security and Compliance;Identity Management;oms_Security","Medium","Use the minimum number of accounts as 'db_owner'","LIMCVHDBL.XYZ.DOM.MBC:Vault2:XYZ\LIMSLPM01$;LIMCVHDBL.XYZ.DOM.MBC:Vault2:XYZ\LIMSLPM02$;LIMCVHDBL.XYZ.DOM.MBC:Vault2:XYZ\LIMSLPM03$;LIMCVHDBL.XYZ.DOM.MBC:Vault2:XYZ\LIMSLPM04$;LIMCVHDBL.XYZ.DOM.MBC:Vault2:XYZ\LIMSLPM05$;LIMCVHDBL.XYZ.DOM.MBC:Stream1:XYZ\LIMSLPM04$","Failed",,,,,,,
"oms_SQL;Product Lifecycle Management;Upgrade Readiness;Upgrade, Migration and Deployment","Medium","Avoid using timestamp columns with null values as it is deprecated","LIMLMOSQL01;ItemStone4","Failed",,,,,,,
"Configuring for Deployment;oms_SQL;Upgrade Readiness;Upgrade, Migration and Deployment","Medium","Create a new audit or use an existing audit to map orphaned audit specification","LIMAJIDBL;ItemLeaf5;LIMLMOSQL01;ItemFlame3;LIMLMOSQL01;ItemStone3","Failed",,,,,,,
"oms_SQL;Platform Upgrade and Migration;Upgrade Readiness;Upgrade, Migration and Deployment","Medium","Verify the compatibility of third party modules loaded into SQL Server address space in case of upgrade","LIMCVHDBL.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC","Failed",,,,,,,
"Configuring for Deployment;oms_SQL;Upgrade Readiness;Upgrade, Migration and Deployment","Medium","Reduce the number of rows in backup or restore history tables as they might make upgrade appear to hang","LIMCVHDBL.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC","Failed",,,,,,,
"Identity Management;oms_Security;oms_Windows Server;SCM","Low","Allow Microsoft accounts to be optional","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"Encryption Configuration;oms_Security;oms_Windows Server;SCM;SCM Registry;Security and Compliance;Server Hardening and Surface Area Configuration","Low","Disable and Enforce the WinRM Client setting ""Allow unencrypted traffic""","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"Identity Management;IdentityManagement;oms_Security;oms_Windows Server;SCM;Security and Compliance;Server Hardening and Surface Area Configuration;Session Configuration","Low","Enable and Enforce Setting ""Always prompt for password upon connection"" for RDC via GPO","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"Event Logging;Information Gathering;oms_Security;oms_Windows Server;Operations and Monitoring;SCM","Low","Configure Auditing for Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"Configuring for Deployment;oms_Security;oms_Windows Server;SCM;SCM Registry;System Integrity;Upgrade, Migration and Deployment;Security and Compliance;Server Hardening and Surface Area Configuration","Low","Configure Windows SmartScreen","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"Least Functionality;oms_Security;oms_Windows Server;SCM;Security and Compliance;Server Hardening and Surface Area Configuration","Low","Enable and Enforce ""Do not allow drive redirection"" Setting via GPO","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"oms_Security;oms_Windows Server;Password Attributes;SCM;Security and Compliance;Server Hardening and Surface Area Configuration","Low","Enable and Enforce ""Do not allow passwords to be saved"" Setting via GPO","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"oms_Security;oms_Windows Server;Password Attributes;SCM;Security and Compliance;Server Hardening and Surface Area Configuration","Low","Disable and Enforce ""Domain controller: Refuse machine account password changes"" Setting via GPO","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"oms_Security;oms_Windows Server;Password Attributes;SCM;Security and Compliance;Server Hardening and Surface Area Configuration","Low","Disable and Enforce ""Domain member: Disable machine account password changes"" Setting via GPO","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"oms_Security;oms_Windows Server;Password Attributes;SCM;Security and Compliance;Server Hardening and Surface Area Configuration","Low","Configure and Enforce ""Domain member: Maximum machine account password age"" Setting via GPO","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"Key Management;oms_Security;oms_Windows Server;SCM;Security and Compliance;Server Hardening and Surface Area Configuration","Low","Enable and Enforce ""Domain member: Require strong (Windows 2000 or later) session key"" Setting via GPO","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"oms_Security;oms_Windows Server;Protocol Configuration;SCM;Security and Compliance;Server Hardening and Surface Area Configuration","Low","Enable KDC support for claims, compound authentication, and Kerberos armoring","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"Authentication Types;oms_Security;oms_Windows Server;SCM;Security and Compliance;Server Hardening and Surface Area Configuration;Session Configuration","Low","Configure and Enforce the Setting ""Interactive logon: Smart card removal behavior"" via GPO","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"Encryption Configuration;oms_Security;oms_Windows Server;SCM;Security and Compliance;Server Hardening and Surface Area Configuration","Low","Configure and Enforce ""Microsoft network client: Digitally sign communications (always)"" via GPO","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"oms_Security;oms_Windows Server;SCM;Security and Compliance;Server Hardening and Surface Area Configuration;Session Configuration","Low","Enforce Default Setting of 15 minutes for setting ""Microsoft network server: Amount of idle time required before suspending session"" via GPO","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"Network Protection;oms_Security;oms_Windows Server;SCM;Security and Compliance;Server Hardening and Surface Area Configuration","Low","Configure the Setting MSS: (DisableIPSourceRouting IPv6) IP source routing protection level (protects against packet spoofing)","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"Network Protection;oms_Security;oms_Windows Server;SCM;Security and Compliance;Server Hardening and Surface Area Configuration","Low","Configure the Setting MSS: (EnableICMPRedirect) Allow ICMP redirects to override OSPF generated routes","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"Network Protection;oms_Security;oms_Windows Server;SCM;Security and Compliance;Server Hardening and Surface Area Configuration","Low","Configure the Setting MSS: (NoNameReleaseOnDemand) Allow the computer to ignore NetBIOS name release requests except from WINS servers","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"Authentication Types;oms_Security;oms_Windows Server;Protocol Configuration;SCM;Security and Compliance;Server Hardening and Surface Area Configuration","Low","Disable and Enforce the Setting ""Network security: Allow LocalSystem NULL session fallback"" via GPO","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"Authentication Types;oms_Security;oms_Windows Server;Protocol Configuration;SCM;Security and Compliance;Server Hardening and Surface Area Configuration","Low","Disable and Enforce ""Network Security: Allow PKU2U authentication requests to this computer to use online identities"" via GPO","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"oms_Security;oms_Windows Server;SCM;SCM Registry;System Defaults","Low","Prevent enabling lock screen camera","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"Least Functionality;oms_Security;oms_Windows Server;SCM","Low","Configure the Setting Registry policy processing","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"Identity Management;oms_Security;oms_Windows Server;SCM;Security and Compliance;Server Hardening and Surface Area Configuration","Low","Configure the Setting ""Restrict delegation of credentials to remote servers"" According to Organization Needs and Enforce via GPO","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"Authentication Types;oms_Security;oms_Windows Server;SCM;SCM Registry;Security and Compliance;Server Hardening and Surface Area Configuration","Low","Configure and Enforce the Setting ""Restrict Unauthenticated RPC clients"" via GPO","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"oms_Security;oms_Windows Server;SCM;Security and Compliance;Server Hardening and Surface Area Configuration;Session Configuration","Low","Disable and Enforce the Setting ""Sign-in last interactive user automatically after a system-initiated restart"" via GPO","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"oms_Security;oms_Windows Server;SCM;Security and Compliance;Server Hardening and Surface Area Configuration;System Defaults","Low","Enable and Enforce the Setting ""System objects: Strengthen default permissions of internal system objects (e.g. Symbolic Links)"" via GPO","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"oms_Security;oms_Windows Server;SCM;SCM Registry;Security and Compliance;Server Hardening and Surface Area Configuration;System Integrity","Low","Disable and Enforce the Setting ""Turn off Data Execution Prevention for Explorer"" via GPO","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"oms_Security;oms_Windows Server;SCM;System Integrity","Low","Turn on behavior monitoring","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"oms_Security;oms_Windows Server;SCM;System Integrity","Low","Turn on e-mail scanning","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"Authentication Types;oms_Security;oms_Windows Server;SCM;SCM Registry;Security and Compliance;Server Hardening and Surface Area Configuration","Low","Disable and Enforce the Setting ""Turn on PIN sign-in"" via GPO","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"oms_Security;oms_Windows Server;Pass the Hash Mitigations;SCM;SCM Registry;Security and Compliance;Server Hardening and Surface Area Configuration;System Integrity","Low","Enable and Enforce Setting ""Apply UAC restrictions to local accounts on network logons"" via GPO","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"oms_Security;oms_Windows Server;Pass the Hash Mitigations;SCM;SCM Registry;Security and Compliance;Server Hardening and Surface Area Configuration;System Integrity","Low","Prevent WDigest Authentication Exploit","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"Network Protection;oms_Security;oms_Windows Server;SCM;Security and Compliance;Server Hardening and Surface Area Configuration","Low","Configure and Enforce the Setting ""Windows Firewall: Domain: Outbound connections"" via GPO","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"Network Protection;oms_Security;oms_Windows Server;SCM;Security and Compliance;Server Hardening and Surface Area Configuration","Low","Configure and Enforce the Setting ""Windows Firewall: Private: Outbound connections"" via GPO","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"Network Protection;oms_Security;oms_Windows Server;SCM;Security and Compliance;Server Hardening and Surface Area Configuration","Low","Configure and Enforce the Setting ""Windows Firewall: Public: Outbound connections"" via GPO","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"Capacity Management Processes;Database Files;oms_SQL;Performance and Scalability","Low","Review the maximum file size setting for one or more files.","LIMCSADBL2.XYZ.DOM.MBC;ItemComet2;LIMCSADBL2.XYZ.DOM.MBC;ItemComet6","Failed",,,,,,,
"Availability and Business Continuity;Cluster Resource;oms_SQL;Resiliency","Low","Review the network configuration on the nodes of the SQL Server cluster.","LIMCSASQLCL4.XYZ.DOM.MBC","Failed",,,,,,,
"Database Indexes;Designing for Performance;oms_SQL;Performance and Scalability","Low","Databases found with missing indexes detected by the query optimizer in the Missing Index Dynamic Management Views","LIMCVHDBL.XYZ.DOM.MBC;Crystal2;LIMCVHDBL.XYZ.DOM.MBC;Core2;LIMAJIDBL.XYZ.DOM.MBC;Vault1","Failed",,,,,,,
"Database Indexes;Designing for Performance;oms_SQL;Performance and Scalability","Low","Review indexes greater than 100MB and with less than 10 total reads since last restart","LIMCVHDBL;Core2","Failed",,,,,,,
"Database Indexes;Designing for Performance;oms_SQL;Performance and Scalability","Low","Untrusted constraints have been identified, check if you can enable this contraints using WITH CHECK command","LIMLMOSQL01;ItemStone4;LIMLMOSQL01;ItemStone3;LIMLMOSQL01;ItemFlame3;LIMAJIDBL;Vault1","Failed",,,,,,,
"Event Log Analysis;Information Gathering;oms_SQL;Operations and Monitoring","Low","Application and/or System log contain less than 14 days of history","LIMCSASQL08.XYZ.DOM.MBC;LIMAJISQL04.XYZ.DOM.MBC;LIMCVHSQL03.XYZ.DOM.MBC;LIMAJISQL03.XYZ.DOM.MBC;LIMCVHSQL04.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC;LIMCSASQL07.XYZ.DOM.MBC","Failed",,,,,,,
"oms_SQL;Performance and Scalability;Performance Tuning and Configuration;SQL Performance","Low","Review SQL Server Top Waits","LIMCVHDBL.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC","Failed",,,,,,,
"Security and Compliance;Identity Management;SQL Security","Low","Consider disabling SQL authentication whenever possible","LIMCVHDBL.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC","Failed",,,,,,,
"Identity Management;oms_SQL;Security and Compliance;SQL Security","Low","Review Orphaned Windows logins","LIMCSADBL2.XYZ.DOM.MBC","Failed",,,,,,,
"oms_SQL;Performance and Scalability;Performance Tuning and Configuration;SQL Performance","Low","Investigate Trace Flag 4199 is not enabled to control multiple query optimizer changes","LIMCSADBL2.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC","Failed",,,,,,,
"oms_Security;Policy Based Management;Security and Compliance;Security and Privacy Processes;SqlSa","Low","Audit dropping of system stored procedures","LIMCVHDBL.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC","Failed",,,,,,,
"oms_Security;Security and Compliance;Security and Privacy Processes;SqlSa;UserSchemaSeparation","Low","Do not use DBO as owner of all user database schemas","LIMCVHDBL.XYZ.DOM.MBC:msdb;LIMCVHDBL.XYZ.DOM.MBC:msdb;LIMCSADBL2.XYZ.DOM.MBC:msdb;LIMCSADBL2.XYZ.DOM.MBC:msdb;LIMCSADBL2.XYZ.DOM.MBC:ItemComet2;LIMCSADBL2.XYZ.DOM.MBC:ItemComet2;LIMCSADBL2.XYZ.DOM.MBC:ItemComet2;LIMCSADBL2.XYZ.DOM.MBC:ItemWind2;LIMAJIDBL.XYZ.DOM.MBC:msdb;LIMAJIDBL.XYZ.DOM.MBC:msdb;LIMLMOSQL01.XYZ.DOM.MBC:msdb;LIMLMOSQL01.XYZ.DOM.MBC:msdb;LIMLMOSQL01.XYZ.DOM.MBC:ItemComet3;LIMLMOSQL01.XYZ.DOM.MBC:ItemComet3;LIMLMOSQL01.XYZ.DOM.MBC:ItemWind3;LIMLMOSQL01.XYZ.DOM.MBC:ItemWind3;LIMLMOSQL01.XYZ.DOM.MBC:ItemDust4","Failed",,,,,,,
"oms_Security;Security and Compliance;Server Hardening and Surface Area Configuration;SqlSa;UserSchemaSeparation","Low","Grant ALTER permissions at the schema level to users that needs to create objects","LIMCVHDBL.XYZ.DOM.MBC:master;LIMCVHDBL.XYZ.DOM.MBC:msdb;LIMCSADBL2.XYZ.DOM.MBC:ItemWave5;LIMCSADBL2.XYZ.DOM.MBC:ItemStone5;LIMCSADBL2.XYZ.DOM.MBC:master;LIMCSADBL2.XYZ.DOM.MBC:Pool1 ItemFlame1 ItemWave4;LIMCSADBL2.XYZ.DOM.MBC:Pool1 ItemStar3 ItemComet4 ItemStar2;LIMCSADBL2.XYZ.DOM.MBC:Apollo2;LIMCSADBL2.XYZ.DOM.MBC:Sirius2;LIMCSADBL2.XYZ.DOM.MBC:msdb;LIMCSADBL2.XYZ.DOM.MBC:ItemComet2;LIMCSADBL2.XYZ.DOM.MBC:ItemWind2;LIMCSADBL2.XYZ.DOM.MBC:ItemDust6;LIMCSADBL2.XYZ.DOM.MBC:ItemStar6;LIMCSADBL2.XYZ.DOM.MBC:ItemFlame6;LIMCSADBL2.XYZ.DOM.MBC:ItemStone6;LIMCSADBL2.XYZ.DOM.MBC:ItemComet6;LIMCSADBL2.XYZ.DOM.MBC:Vega2;LIMCSADBL2.XYZ.DOM.MBC:Polaris3;LIMCSADBL2.XYZ.DOM.MBC:ItemDust7;LIMAJIDBL.XYZ.DOM.MBC:ItemLeaf5;LIMAJIDBL.XYZ.DOM.MBC:Stream2;LIMAJIDBL.XYZ.DOM.MBC:Vault1;LIMAJIDBL.XYZ.DOM.MBC:master;LIMAJIDBL.XYZ.DOM.MBC:ItemFlame2;LIMAJIDBL.XYZ.DOM.MBC:Archive1;LIMAJIDBL.XYZ.DOM.MBC:msdb;LIMAJIDBL.XYZ.DOM.MBC:Atlas2;LIMAJIDBL.XYZ.DOM.MBC:Rigel2;LIMAJIDBL.XYZ.DOM.MBC:Helios2;LIMAJIDBL.XYZ.DOM.MBC:Titan2;LIMLMOSQL01.XYZ.DOM.MBC:master;LIMLMOSQL01.XYZ.DOM.MBC:ItemFlame2;LIMLMOSQL01.XYZ.DOM.MBC:msdb;LIMLMOSQL01.XYZ.DOM.MBC:Orion2;LIMLMOSQL01.XYZ.DOM.MBC:Nova2;LIMLMOSQL01.XYZ.DOM.MBC:ItemFlame3;LIMLMOSQL01.XYZ.DOM.MBC:ItemStone3;LIMLMOSQL01.XYZ.DOM.MBC:ItemComet3;LIMLMOSQL01.XYZ.DOM.MBC:ItemWind3;LIMLMOSQL01.XYZ.DOM.MBC:ItemDust4","Failed",,,,,,,
